ID	PRODUCTO	DESCRIPCION	UNIDADES	CANTIDAD DEL PRODUCTO
7750243080569	CASINO PIE DE LIMON 43 GRS 	CASINO PIE DE LIMON 43 GRS 	S/1.20	2.00
7750243084031	CASINO SABOR TURRON 43 GRS 	CASINO SABOR TURRON 43 GRS 	S/1.20	2.00
6001067007289	CEPILLO DE DIENTES COLGATE	CEPILLO DE DIENTES COLGATE	S/3.00	5
6910021007206	CEPILLO DE DIENTES COLGATE 	CEPILLO DE DIENTES COLGATE 	S/3.00	8.00
7793100151224	CEPILLO DE DIENTES KIDS 2 AÑOS 	CEPILLO DE DIENTES KIDS 2 AÑOS 	S/3.50	5
7509546074122	CEPILLO DE DIENTES KIDS 5 AÑOS 	CEPILLO DE DIENTES KIDS 5 AÑOS 	S/4.00	5
3014260833176	CEPILLO DE DIENTES ORAL B 	CEPILLO DE DIENTES ORAL B 	S/3.50	6
7702006300063	CERA EGO 60 ML 	CERA EGO 60 ML 	S/8.80	6
7759826001366	CEREAL ANGEL  ALMOHADA X 120 GR	CEREAL ANGEL  ALMOHADA X 120 GR	S/3.50	6
7759826001311	CEREAL ANGEL  FRESIA ALMOHADA X 120 GR	CEREAL ANGEL  FRESIA ALMOHADA X 120 GR	S/3.50	2
7750885017398	CEREAL BAR ARANDANOS DE 18 GR	CEREAL BAR ARANDANOS DE 18 GR	S/1.00	13
7750885018807	CEREAL BAR CHIPS CEREAL  DE 18 GR	CEREAL BAR CHIPS CEREAL  DE 18 GR	S/1.00	13
7750885018845	CEREAL BAR CHOCOLATE  DE 18 GR	CEREAL BAR CHOCOLATE  DE 18 GR	S/1.00	9
7750885018821	CEREAL BAR GLODEN CEREAL DE 18 GR	CEREAL BAR GLODEN CEREAL DE 18 GR	S/1.00	13
7750885016414	CEREAL BAR MANZANA Y CANELA   DE 18 GR	CEREAL BAR MANZANA Y CANELA   DE 18 GR	S/1.00	12
7758071002081	CEREAL CHOCK X 120 GR	CEREAL CHOCK X 120 GR	S/3.50	3
7759826002899	CEREAL COPIMIX  X 120 GR	CEREAL COPIMIX  X 120 GR	S/3.50	1
7759826001311	CEREALES ANGEL ALMOHADA  110 GRS 	CEREALES ANGEL ALMOHADA  110 GRS 	S/3.50	2.00
7759826006460	CEREALES ANGEL SEMILLITAS 120 GRS 	CEREALES ANGEL SEMILLITAS 120 GRS 	S/3.50	6.00
CHANCAY	CHANCAY 3 X 1 SOL	CHANCAY PAQUETE X 16 UNI	S/1.00	15
7622201689780	CHARADA FIELD X 6 	CHARADA FIELD X 6 	S/6.50	6
7758574006906	CHEESE TRIS 120 GRS 	CHEESE TRIS 120 GRS 	S/3.50	8.00
7758574004612	CHEESE TRIS X 105 GR 	CHEESE TRIS X 105 GR 	S/4.00	6
7758574005619	CHEESE TRIS X 44 GR 	CHEESE TRIS X 44 GR 	S/1.50	9
7758574005862	CHEETOS BOLIQUESO  X 35 GR	CHEETOS BOLIQUESO  X 35 GR	S/1.50	9
7758574005305	CHEETOS MEGA QUESO PICANTES  X 90 GR 	CHEETOS MEGA QUESO PICANTES  X 90 GR 	S/4.00	6
7758574003196	CHEETOS MEGA QUESO X 200 GR 	CHEETOS MEGA QUESO X 200 GR 	S/7.50	2
7758574005336	CHEETOS MEGA QUESO X 90 GR 	CHEETOS MEGA QUESO X 90 GR 	S/4.00	2
7758574004070	CHEETOS QUESO PICANTE  X 34 G	CHEETOS QUESO PICANTE  X 34 G	S/1.50	8
7758574000836	CHETOS MEGAQUESO X 34 GR	CHETOS MEGAQUESO X 34 GR	S/1.50	8
037485	CHIA 200 GRS 	CHIA 200 GRS 	S/4.50	4.00
7751271013444	CHICHA  MORADA  3 LTR	CHICHA  MORADA  3 LTR	S/7.50	6
7751271037570	CHICHA MORADA GLORIA 1 LTR 	CHICHA MORADA GLORIA 1 LTR 	S/5.00	6
7751271014496	CHICHA MORADA GLORIA 400ML	CHICHA MORADA GLORIA 400ML	S/2.00	6
7758574003837	CHICHARRON CLASICO X 24 GR	CHICHARRON CLASICO X 24 GR	S/1.80	3
7751271030588	CHICOLAC X 180ML	CHICOLAC X 180ML	S/2.00	12
7752748012960	CHIN CHIN GRAJEAS 30 RS 	CHIN CHIN GRAJEAS 30 RS 	S/2.00	6
CHINCHIN 	CHINCHIN 	S/1.00	24
7622201764395	CHIPS AHOY  	CHIPS AHOY 	S/1.50	12
7622201764395	CHIPS AHOY  X 6 UNIDADES 222 GRS 	CHIPS AHOY  X 6 UNIDADES 222 GRS 	S/8.50	5.00
7750885022293	CHIPS AHOY  X 6 UNIDADES 222 GRS 	CHIPS AHOY  X 6 UNIDADES 222 GRS 	S/5.50	2
7758574004667	CHISITO SABOR A QUESO 35 GRS 	CHISITO SABOR A QUESO 35 GRS 	S/1.00	15.00
7758574003776	CHIZITOS FIESTA  X 190 GR	CHIZITOS FIESTA  X 190 GR	S/6.50	4
089643	CHOCHOCA 500 GRS 	CHOCHOCA 500 GRS 	S/3.50	4.00
7750885019149	CHOCMAN BLACK  DE 29 GR	CHOCMAN BLACK  DE 29 GR	S/1.00	9
7750885019156	CHOCMAN BLACK X 6 174 GRS 	CHOCMAN BLACK X 6 174 GRS 	S/5.00	6
7750885019170	CHOCMAN BLACK X 6 318  GRS 	CHOCMAN BLACK X 6 318  GRS 	S/8.50	6
7750885024341	CHOCMAN CLASIC DE 33.5 GRA	CHOCMAN CLASIC DE 33.5 GRA	S/1.00	16
7750885019163	CHOCMAN DOBLE BLACK DE 53 GR	CHOCMAN DOBLE BLACK DE 53 GR	S/1.50	14
7750885025942	CHOCMAN DOBLE MANJAR 55 GRS 	CHOCMAN DOBLE MANJAR 55 GRS 	S/1.50	12.00
7750885021142	CHOCMAN DOBLE MANJAR DE 50 GR	CHOCMAN DOBLE MANJAR DE 50 GR	S/1.50	18
7750885025959	CHOCMAN X 6  330  GRS 	CHOCMAN X 6  330  GRS 	S/8.50	6
7750885024358	CHOCMAN X 6 201 GRS 	CHOCMAN X 6 201 GRS 	S/5.50	6
7750243082693	CHOCO BUM 33G	CHOCO BUM 33G	S/1.20	6
7750885020909	CHOCO DONUTS	CHOCO DONUTS	S/1.20	6
7750885025683	CHOCO DONUTS BLANCO 6 UNI	CHOCO DONUTS BLANCO 6 UNI	S/5.50	6.00
7750885020879	CHOCO DONUTS CRUNCH	CHOCO DONUTS CRUNCH	S/1.20	6
7750151008655	CHOCO LAIVE  946 ML	CHOCO LAIVE  946 ML	S/6.60	6
7750151008785	CHOCO LAIVE 170 ML 	CHOCO LAIVE 170 ML 	S/2.00	6
7324597000001	CHOCOCHIPS CHOCOLATE  DIVALDI	CHOCOCHIPS CHOCOLATE  DIVALDI	S/1.50	3.00
CHOCOCHIPS	CHOCOCHIPS DE VAINILLA 	CHOCOCHIPS DE VAINILLA 	S/5.00	3
7751271036320	CHOCOLATADA  GLORIA 946 ML	CHOCOLATADA  GLORIA 946 ML	S/6.60	5.00
7702993048900	CHOCOLATE BIG BEN ENCANTO D FRESA 55 GRS 	CHOCOLATE BIG BEN ENCANTO D FRESA 55 GRS 	S/3.00	6.00
7750060003185	CHOCOLATE FONDY  50 GRS 	CHOCOLATE FONDY  50 GRS 	S/6.00	5.00
7750060576832	CHOCOLATE MILKY 50 GRS 	CHOCOLATE MILKY 50 GRS 	S/6.00	5.00
7613287048806	CHOCOLATE PRINCESA CREMA DE FRESA 30 G 	CHOCOLATE PRINCESA CREMA DE FRESA 30 G 	S/2.80	15
7613035863569	CHOCOLATE PRINCESA CREMA DE MANI 30 G 	CHOCOLATE PRINCESA CREMA DE MANI 30 G 	S/2.80	16
7790580120092	CHOCOLATE SEMIAMARGO ARCOR	CHOCOLATE SEMIAMARGO ARCOR	S/2.00	30
7750885026550	CHOCOMANI YAMP 35 GRS	CHOCOMANI YAMP 35 GRS	S/2.50	12
7750243058261	CHOMP  NARANJA 38 GRS 	CHOMP  NARANJA 38 GRS 	S/1.20	11
7750243058247	CHOMP CHOCOLATE 38 GRS 	CHOMP CHOCOLATE 38 GRS 	S/1.20	4
7750243058278	CHOMP NARANJA X UNI 	CHOMP NARANJA X UNI 	S/6.50	8.00
360155	CHUÑO BLANCO  100 GRS 	CHUÑO BLANCO  100 GRS 	S/2.00	3.00
748596	CHUÑO NEGRO   150 GRS 	CHUÑO NEGRO   150 GRS 	S/2.00	6.00
7750885023146	CHUPETIN COLORADO  TUTTI FRUTTI 408 GRS 	CHUPETIN COLORADO  TUTTI FRUTTI 408 GRS 	S/8.50	5.00
7750885023122	CHUPETIN COLORADO SURTIDO 408 GRS 	CHUPETIN COLORADO SURTIDO 408 GRS 	S/8.50	5.00
7758102005111	CHUPETIN GLOBO POP 432 GRS 	CHUPETIN GLOBO POP 432 GRS 	S/8.50	5.00
7758102005104	CHUPETIN GLOBO POP SURTIDO 432 GRS 	CHUPETIN GLOBO POP SURTIDO 432 GRS 	S/8.50	5.00
7758102004534	CHUPETINES POR UNIDAD SABORES SURTIDOS	CHUPETINES POR UNIDAD SABORES SURTIDOS	S/0.50	29
7751731001646	CIELO 1 LTR 	CIELO 1 LTR 	S/2.50	17
7751731157350	CIELO 625 ML	CIELO 625 ML	S/1.50	17
7750670020893	CIELO DE MANZANA 600ML	CIELO DE MANZANA 600ML	S/2.00	6
7750670020916	CIELO DE MARACUYA 600ML	CIELO DE MARACUYA 600ML	S/2.00	6
7750670020916	CIELO MARACUYA  600	CIELO MARACUYA  600	S/2.00	5
7750670244954	CIELO YERIKO 625ML 	CIELO YERIKO 625ML 	S/1.50	6
7791290789913	CIF ULTRA RAPIDO BAÑO X 450 ML	CIF ULTRA RAPIDO BAÑO X 450 ML	S/7.90	2
7791290789944	CIF X 450 ML	CIF X 450 ML	S/6.30	5
77557018	CIGARRO LAKY	CIGARRO LAKY	S/1.50	30
7751690302488	CINTA ADHESIVA 22O YDS	CINTA ADHESIVA 22O YDS	S/9.50	6
7756641006378	CLOROX  LEGIA 3.76 LT	CLOROX  LEGIA 3.76 LT	S/11.00	1
7756641007016	CLOROX  LEGIA 319 ML	CLOROX  LEGIA 319 ML	S/1.50	12
7756641007177	CLOROX  LEGIA 668 ML	CLOROX  LEGIA 668 ML	S/2.50	6
7756641005371	CLOROX ROPA EXPERT  NO SALPICA	CLOROX ROPA EXPERT  NO SALPICA	S/2.90	2
7756641007047	CLOROX ROPA ULTRAQUITAMANCHAS 	CLOROX ROPA ULTRAQUITAMANCHAS 	S/4.40	5
7622201717759	CLUB  SOCIAL	CLUB SOCIAL	S/6.90	12
7750182155663	COCA COLA 1.5 LTR 	COCA COLA 1.5 LTR 	S/7.50	0
7750182001236	COCA COLA 1LTR 	COCA COLA 1LTR 	S/5.50	8
7750182003919	COCA COLA 2.25 LTR 	COCA COLA 2.25 LTR 	S/10.50	2
7750182001687	COCA COLA 2.25LTR	COCA COLA 2.25LTR	S/10.50	12
7750182544085	COCA COLA 3 LTR 	COCA COLA 3 LTR 	S/13.50	4
7750182006095	COCA COLA 600 ML	COCA COLA 600 ML	S/3.50	27
COV1	COCA COLA DE 1 LT	COCA COLA DE 1 LT	S/4.50	3
COV1.5	COCA COLA DE 1.5 LT	COCA COLA DE 1.5 LT	S/6.50	5
7750182005456	COCA COLA SIN AZUCAR  1 LTR  	COCA COLA SIN AZUCAR  1 LTR  	S/5.50	3
7750182000703	COCA COLA SIN AZUCAR  1.5  LTR  	COCA COLA SIN AZUCAR  1.5  LTR  	S/7.50	6
7750182000697	COCA COLA SIN AZUCAR  500 ML  	COCA COLA SIN AZUCAR  500 ML  	S/3.00	3
7751584003712	COCOLATES MINISAURIOS	COCOLATES MINISAURIOS	S/1.00	11
7750885003674	COCOROKOS PERITA 350 GRS 	COCOROKOS PERITA 350 GRS 	S/7.00	5.00
6906858130101	CODISAR ALUMINIO 10 METROS	CODISAR ALUMINIO 10 METROS	S/4.50	7
7891024145081	COLGATE HERBAL  ORIGINAL 90 GR	COLGATE HERBAL  ORIGINAL 90 GR	S/3.50	9
7891024134702	COLGATE MAXIMA PROTECCION 90 GR	COLGATE MAXIMA PROTECCION 90 GR	S/3.80	5
7702010111464	COLGATE TRIPLE ACCION   22 ML	COLGATE TRIPLE ACCION   22 ML	S/3.00	4
7509546000350	COLGATE TRIPLE ACCION  EMPAQUE FAMILIAR 150 ML	COLGATE TRIPLE ACCION  EMPAQUE FAMILIAR 150 ML	S/13.00	5
7891024132371	COLGATE TRIPLE ACCION 180 GRS 	COLGATE TRIPLE ACCION 180 GRS 	S/12.00	6
7509546003108	COLGATE TRIPLE ACCION X 50 ML	COLGATE TRIPLE ACCION X 50 ML	S/4.00	4
7509546000985	COLGATE TRIPLE ACCION X 75 ML	COLGATE TRIPLE ACCION X 75 ML	S/7.50	4
7702011075482	COLOMBINETAS CON RELLENO BLANDO 24 UNIDADES	COLOMBINETAS CON RELLENO BLANDO 24 UNIDADES	S/7.50	8.00
7751158012430	COMPASS GRATED DE ATUN  EN ACEITE VEGETAL  140 GR 	COMPASS GRATED DE ATUN  EN ACEITE VEGETAL  140 GR 	S/5.50	6
7751158010474	COMPASS TROZOS DE ATUN ACEITE VEGETAL  140 GR 	COMPASS TROZOS DE ATUN ACEITE VEGETAL  140 GR 	S/5.90	5
7751158005340	COMPASS VINAGRE TINTO 1 LT.	COMPASS VINAGRE TINTO 1 LT.	S/4.50	1
7401005912849	CONCORDIA  PIÑA 3 LTR	CONCORDIA  PIÑA 3 LTR	S/7.80	6
7401005913891	CONCORDIA 1LTR 	CONCORDIA 1LTR 	S/3.50	6
7751580001019	CONCORDIA FRESA  3 LTR	CONCORDIA FRESA  3 LTR	S/8.00	6
7401005909955	CONCORDIA FRESA  355 ML 	CONCORDIA FRESA  355 ML 	S/1.20	12
7401005913037	CONCORDIA NARANJA 3 LTR 	CONCORDIA NARANJA 3 LTR 	S/8.80	2
7401005912863	CONCORDIA PIÑA  355 ML 	CONCORDIA PIÑA  355 ML 	S/1.20	12
7401005912986	CONCORDIA PIÑA  750 ML 	CONCORDIA PIÑA  750 ML 	S/3.00	6.00
7401005913907	CONCORDIA PIÑA 1 LTR 	CONCORDIA PIÑA 1 LTR 	S/3.50	1
7613287056313	COPA K-BANA VAINILLA LUCMA 103 ML	COPA K-BANA VAINILLA LUCMA 103 ML	S/2.50	10
7503038290809	CORONA X 330 ML	CORONA X 330 ML	S/6.00	0
7503038290816	CORONA X SIXPACK DE 6  DE 330 ML	CORONA X SIXPACK DE 6  DE 330 ML	S/36.00	2
7750885022316	COSTA  CHOCO CHIP   PAQ X 6 DE 204  GR	COSTA  CHOCO CHIP   PAQ X 6 DE 204  GR	S/5.50	6
7750885021258	COSTA  FRAC CHOCOLATE    PAQ X 6 DE 246 GR	COSTA  FRAC CHOCOLATE    PAQ X 6 DE 246 GR	S/5.50	3
7750885021197	COSTA  FRAC CLASICA   PAQ X 6 DE 246 GR	COSTA  FRAC CLASICA   PAQ X 6 DE 246 GR	S/5.50	2
7750885021210	COSTA  FRAC MENTA    PAQ X 6 DE 246 GR	COSTA  FRAC MENTA    PAQ X 6 DE 246 GR	S/5.50	2
7750885021234	COSTA  FRAC VAINILLA    PAQ X 6 DE 246 GR	COSTA  FRAC VAINILLA    PAQ X 6 DE 246 GR	S/5.50	3
7750885021036	COSTA  GRETEL SABOR CHOCOLATE   PAQ X 6 DE 216 GR	COSTA  GRETEL SABOR CHOCOLATE   PAQ X 6 DE 216 GR	S/5.50	5
7750885020893	COSTA CHOCO DANUST CRUNCH PAQ X 6 DE 216 GR	COSTA CHOCO DANUST CRUNCH PAQ X 6 DE 216 GR	S/5.50	6
7750885002721	COSTA INTEGRALES X 250 G	COSTA INTEGRALES X 250 G	S/5.50	5
7750885021678	COSTA WAFER SABOR CHOCOLATE 105 GR	COSTA WAFER SABOR CHOCOLATE 105 GR	S/2.50	10
7750885021685	COSTA WAFER SABOR FRESA 105 GR	COSTA WAFER SABOR FRESA 105 GR	S/2.50	9
7750885021692	COSTA WAFER SABOR LUCUMA 105 GR	COSTA WAFER SABOR LUCUMA 105 GR	S/2.50	6
7750885021708	COSTA WAFER SABOR VAINILLA 105 GR	COSTA WAFER SABOR VAINILLA 105 GR	S/2.50	4
7750885024303	COSTA WENAZAS SABOR MANTEQUILLA AJO Y OREGANO 50.4 GR	COSTA WENAZAS SABOR MANTEQUILLA AJO Y OREGANO 50.4 GR	S/1.50	8
7750106003414	CRACKNEL INTEGRALE 175 GRS 	CRACKNEL INTEGRALE 175 GRS 	S/2.80	8.00
7750106264617	CRACKNEL ORIGINAL  175 GRS 	CRACKNEL ORIGINAL  175 GRS 	S/2.80	8.00
7750632237420	CREMA DE COCO X 280 GR 	CREMA DE COCO X 280 GR 	S/12.50	5
7613036500708	CREMA DE LECHE  X 300 GR	CREMA DE LECHE  X 300 GR	S/11.60	3
7752285039369	CREMA PONSD ACLARANT	CREMA PONSD ACLARANT	S/1.50	18
7752285039383	CREMA PONST REJUVENESS 	CREMA PONST REJUVENESS 	S/1.50	18
7750182003247	CRUSH NARANJA 3 LTR	CRUSH NARANJA 3 LTR	S/7.50	5.00
7750182002424	CRUSH SABOR MANZANA 450 ML	CRUSH SABOR MANZANA 450 ML	S/2.00	12
7750182003223	CRUSH SABOR NARANJA 450 ML	CRUSH SABOR NARANJA 450 ML	S/2.00	4
7758574005824	CUATES  TRADICIONAL X 43 GR 	CUATES  TRADICIONAL X 43 GR 	S/10.00	16
7758574006272	CUATES PICANTES 42 GRS 	CUATES PICANTES 42 GRS 	S/1.00	5
7758574005787	CUATES RANCHEROS  X 45 GR	CUATES RANCHEROS  X 45 GR	S/1.00	4
7758574005794	CUATES TWIST X 38 GR	CUATES TWIST X 38 GR	S/1.00	3
775267001262	CUCHARA N° 6	CUCHARA N° 6	S/4.50	25
7755267000920	CUCHILLO N° 8	CUCHILLO N° 8	S/4.50	4
7755267000920	 CUCHILLO PLASTICO	 CUCHILLO PLASTICO	S/4.50	6
7753749009133	CUSQUEÑA CERO BOTELLA 310 ML	CUSQUEÑA CERO BOTELLA 310 ML	S/5.00	10
7750670020251	D GUSTO KETCHUP X 100 GR 	D GUSTO KETCHUP X 100 GR 	S/2.80	4
7750670019675	D GUSTTO  FILET 140 GRS	D GUSTTO  FILET 140 GRS	S/5.80	6
7750670019682	D GUSTTO TROZOS 140 GRS	D GUSTTO TROZOS 140 GRS	S/5.50	6
8719200244832	DANESA 190 GRS	DANESA 190 GRS	S/4.50	1
8719200214958	DANESA 50 GRS 	DANESA 50 GRS 	S/2.50	1
7750182006521	DEL VALLE FRUGS 1.5L	DEL VALLE FRUGS 1.5L	S/5.50	12
7756226001576	DELI CHEF 25  ENVASES  1 LTR	DELI CHEF 25  ENVASES  1 LTR	S/10.00	2.00
7751851007856	DENTO PREMIUM	DENTO PREMIUM 	S/3.50	10
7750243070140	DENTO TRIPLE ACCION 80 G	DENTO TRIPLE ACCION 80 G	S/3.50	7
7752690001241	DERMOSOL BEBE  BLOQUEADOR 	DERMOSOL BEBE  BLOQUEADOR 	S/3.00	30
7500435129374	DESOD  SECRET GEL ALGODÓN 45 GRS 	DESOD  SECRET GEL ALGODÓN 45 GRS 	S/15.50	6
7500435170024	DESOD  SECRET GEL BERRY 45 GRS 	DESOD  SECRET GEL BERRY 45 GRS 	S/15.50	6
7500435156356	DESOD  SECRET GEL VAINILLA 45 GRS 	DESOD  SECRET GEL VAINILLA 45 GRS 	S/15.50	6
7752285033954	DESODORANTE REXONA 10 GRS 	DESODORANTE REXONA 10 GRS 	S/1.50	11
7709023141709	DETERGENTE ÑA PANCHA 750 GRS	DETERGENTE ÑA PANCHA 750 GRS	S/7.50	6.00
7707839182787	DETERGENTE ULTREX 140 GRS 	DETERGENTE ULTREX 140 GRS 	S/1.00	8.00
7707839186556	DETERGENTE ULTREX 450 GRS 	DETERGENTE ULTREX 450 GRS 	S/3.80	8.00
7707839186716	DETERGENTE ULTREX 750 GRS 	DETERGENTE ULTREX 750 GRS 	S/6.50	8.00
7750670020503	DI LYTE  BLUEBERRY 650 ML 	DI LYTE  BLUEBERRY 650 ML 	S/4.00	2
7750670020510	DI LYTE  FRESA KIWI 650 ML 	DI LYTE  FRESA KIWI 650 ML 	S/4.00	3
7750670020497	DI LYTE  MANZANA  650 ML 	DI LYTE  MANZANA  650 ML 	S/4.00	1
7324588752414	DIVALDI PAN DE MOLDE X 220 GR	DIVALDI PAN DE MOLDE X 220 GR	S/3.50	4
7324575752410	DIVALDY	DIVALDY PANDE MOLDE	S/4.50	3
7759918004909	DKASA FRUTOS DE BOSQUE 	DKASA FRUTOS DE BOSQUE 	S/3.90	2
7759918002875	DKASA LIMPIATODO  BEBE 900 ML	DKASA LIMPIATODO  BEBE 900 ML	S/3.90	4
7759918002868	DKASA LIMPIATODO  FLORAL 900 ML	DKASA LIMPIATODO  FLORAL 900 ML	S/3.90	3
7759918002882	DKASA LIMPIATODO  FRUTALES 900 ML	DKASA LIMPIATODO  FRUTALES 900 ML	S/3.90	3
7759918002929	DKASA LIMPIATODO  LAVANDA 4 LT	DKASA LIMPIATODO  LAVANDA 4 LT	S/15.00	1
7759918002844	DKASA LIMPIATODO  LAVANDA 900 ML	DKASA LIMPIATODO  LAVANDA 900 ML	S/3.90	1
7759918002851	DKASA LIMPIATODO  LIMON 900 ML	DKASA LIMPIATODO  LIMON 900 ML	S/3.90	2
7750045135290	DOCTOR CREMA DENTAL 204 GRS 	DOCTOR CREMA DENTAL 204 GRS 	S/6.90	6
7750243043816	DON VICTORIO SALSA ROJA	DON VICTORIO SALSA ROJA	S/3.80	3
8445291457089	DONITO HELADO TRICOLOR 65 ML	DONITO HELADO TRICOLOR 65 ML	S/1.50	10
8445291992337	DONOFRIO BUEN HUMOR CHOCOLATE  63 ML 	DONOFRIO BUEN HUMOR CHOCOLATE  63 ML 	S/1.50	10
8445291992375	DONOFRIO BUEN HUMOR FRESA 63 ML 	DONOFRIO BUEN HUMOR FRESA 63 ML 	S/1.50	10
7715086618959	DOÑA MARTHA  GELATINA DE FRESA  X 150 GR	DOÑA MARTHA  GELATINA DE FRESA  X 150 GR	S/3.60	1
7756047801119	DOÑA MARTHA  GELATINA DE FRESA EN CAJA   X 130 GR	DOÑA MARTHA  GELATINA DE FRESA EN CAJA   X 130 GR	S/3.00	3
7751271036467	DOÑA MARTHA  GELATINA DE PINA EN CAJA   X 130 GR	DOÑA MARTHA  GELATINA DE PINA EN CAJA   X 130 GR	S/3.00	3
7759267004568	DOÑA MARTHA HARINA X 200 GR	DOÑA MARTHA HARINA X 200 GR	S/1.30	9
7758574005480	DORITOS   X 190 GR	DORITOS   X 190 GR	S/9.00	3
7758574004582	DORITOS  FLAMIN- HOT  X  43 GFR	DORITOS  FLAMIN- HOT  X  43 GFR	S/2.00	3
7758574004445	DORITOS  SABOR A QUESO  X 45 G	DORITOS  SABOR A QUESO  X 45 G	S/2.50	10
7758574004582	DORITOS FLAMIN HOT 43 GR	DORITOS FLAMIN HOT 43 GR	S/2.50	5
7758574004469	DORITOS QUESO FUEGO X 45 GR	DORITOS QUESO FUEGO X 45 GR	S/2.00	6
7758574005268	DORITOS QUESO FUEGO X 90 GR 	DORITOS QUESO FUEGO X 90 GR 	S/3.50	5
7758574006975	DORITOS SABOR PIZZA 40 GRS 	DORITOS SABOR PIZZA 40 GRS 	S/2.00	8.00
7891150034075	DOVE CUIDADO INDUGENTE 90 GRS 	DOVE CUIDADO INDUGENTE 90 GRS 	S/4.40	2
7891150019560	DOVE KARITE 90GRS 	DOVE KARITE 90GRS 	S/4.40	2
7898422746759	DOVE ORIGINAL 	DOVE ORIGINAL 	S/4.40	4
7898422746759	DOVE ORIGINAL 90 G	DOVE RIGINAL 90 G	S/4.40	12
7500435246835	DOWNY AMANECER    80 ML	DOWNY AMANECER    80 ML	S/1.50	10
7500435249621	DOWNY AMANECER    80 ML	DOWNY AMANECER    80 ML	S/4.90	1
7506339314410	DOWNY CONCENTRADO  80 ML	DOWNY CONCENTRADO  80 ML	S/1.50	13
7500435127486	DOWNY FLORAL  360 ML	DOWNY FLORAL  360 ML	S/4.90	4
7500435127493	DOWNY FLORAL  600 ML	DOWNY FLORAL  600 ML	S/8.00	4
7500435196253	DOWNY INTENSE FLRAL 700 ML	DOWNY INTENSE FLRAL 700 ML	S/10.30	4
7500435206884	DOWNY LAVANDA SUAVISANTE    80 ML	DOWNY LAVANDA SUAVISANTE    80 ML	S/1.50	7
7751731001868	DRINK  TE VEDE 450 ML 	DRINK  TE VEDE 450 ML 	S/2.50	12
7750670012171	DRINKT   TE VERDE LIGHT475 ML	DRINKT   TE VERDE LIGHT475 ML	S/2.50	11
7702006298940	EGO ATTRACTION  MEN 	EGO ATTRACTION  MEN 	S/4.50	1
7702006300094	EGO BLACK  MEN 	EGO BLACK  MEN 	S/4.50	2
7702006207850	EGO ULTRA INTENSE	EGO ULTRA INTENSE	S/4.50	5
7759307015264	ELECTROLIGHT FRESA  475 ML 	ELECTROLIGHT FRESA  475 ML 	S/2.50	6
7759307015288	ELECTROLIGHT MORA  475 ML 	ELECTROLIGHT MORA  475 ML 	S/2.50	5
7759185011112	ELITE  X 4 ROLLOS PAPEL HIGIENICO	ELITE  X 4 ROLLOS PAPEL HIGIENICO	S/4.80	1
7759185011129	ELITE  X 6 ROLLOS PAPEL HIGIENICO	ELITE  X 6 ROLLOS PAPEL HIGIENICO	S/6.80	4
EMPANADAS	EMAPADAD DE QUESO 	EMAPADAD DE QUESO 	S/1.50	4
7502273850489	ENCENDEDOR	ENCENDEDOR	S/1.00	20
5011435624582	ENCENDEDOR RONSON COLORES 	ENCENDEDOR RONSON COLORES 	S/1.00	20.00
7804612131298	ENCENDEDOR RONSON MOTIVOS 	ENCENDEDOR RONSON MOTIVOS 	S/1.50	20.00
7751731998731	ENERGINA  DE 3 LT	ENERGINA  DE 3 LT	S/8.50	4
7751731006511	ENERGINA 1LT	ENERGINA 1LT	S/3.50	2
7751731998878	ENERGINA 2 LT 	ENERGINA 2 LT 	S/6.50	7
7751731998861	ENERGINA 500 ML 	ENERGINA 500 ML 	S/1.80	24
7751731007181	ENERGINA 600 ML 	ENERGINA 600 ML 	S/2.00	6
7759918005449	ESPONJA D KASA	ESPONJA D KASA	S/1.50	11
7752225000145	ESPUMANTE  VIÑA LOS REYES  X 750 ML	ESPUMANTE  VIÑA LOS REYES  X 750 ML	S/24.00	24
es01'z001.a	ESTROPAJO 20 GR	ESTROPAJO 20 GR	S/2.00	5
7759307010757	ETIQUET HUMECTANTE 75 GRS	ETIQUET HUMECTANTE 75 GRS	S/3.50	12.00
7751580001101	EVERVESS GINGER ALE 1.5 LTR	EVERVESS GINGER ALE 1.5 LTR	S/6.80	6
75900557	EXACTA 2  WOMEN	EXACTA 2  WOMEN	S/2.00	13
598655	FABRIPAK CUCHARAS N 5 100 UNIDADES 	CUCHARAS N 5 100 UNIDADES 	S/3.50	2.00
896325	 FABRIPAK CUCHARAS N6 50 UNIDADES 	 FABRIPAK CUCHARAS N6 50 UNIDADES 	S/4.00	5.00
7750885020947	FALLETA GRAN CEREAL  36 GR	FALLETA GRAN CEREAL  36 GR	S/1.00	6
7750885020329	FANNY FILETE DE ATUN EN ACEITE VEGETAL  X 140 GR	FANNY FILETE DE ATUN EN ACEITE VEGETAL  X 140 GR	S/6.50	3
7750885020336	FANNY FILETE DE ATUN EN AGUA Y SAL  X 140 GR	FANNY FILETE DE ATUN EN AGUA Y SAL  X 140 GR	S/6.60	6
7750885023726	FANNY GRATED DE ATUN EN ACEITE VEGETAL	FANNY GRATED DE ATUN EN ACEITE VEGETAL	S/4.90	4
7750885020343	FANNY TROZOS DE ATUN EN ACEITE VEGETAL X 140 GR	FANNY TROZOS DE ATUN EN ACEITE VEGETAL X 140 GR	S/6.20	5
